Order ID,Region,Country
783516871,Middle East and North Africa,Jordan
834844052,Asia,China
953805816,Asia,South Korea
335763490,North America,United States of America
946390902,Asia,Uzbekistan
771674382,Europe,Finland
567912757,Asia,Philippines
711717355,Middle East and North Africa,Libya
750012004,Sub-Saharan Africa,South Sudan
750033032,Middle East and North Africa,Kuwait
849329268,Central America and the Caribbean,Saint Lucia
805762040,Central America and the Caribbean,Grenada
447505176,Sub-Saharan Africa,Namibia
251180350,Asia,Philippines
871022546,Asia,Turkmenistan
291995418,Europe,Kosovo
943835294,Asia,Singapore
826591002,Sub-Saharan Africa,South Africa
260623872,Middle East and North Africa,Lebanon
536607730,Australia and Oceania,Samoa 
765528905,Australia and Oceania,Samoa 
128686225,Europe,Hungary
127691018,Middle East and North Africa,Pakistan
534467113,Australia and Oceania,Tonga
741250836,Australia and Oceania,Vanuatu
210591018,Australia and Oceania,Vanuatu
725348985,Central America and the Caribbean,Grenada
538698565,Sub-Saharan Africa,Mozambique
224126088,Central America and the Caribbean,Cuba
506722772,Sub-Saharan Africa,Equatorial Guinea
802427089,Sub-Saharan Africa,Uganda
367279660,Asia,Thailand
126329314,Middle East and North Africa,Turkey
624937379,Asia,Kazakhstan
678777682,Central America and the Caribbean,Nicaragua
523836553,Asia,Kazakhstan
466412818,Sub-Saharan Africa,Chad
433117806,Australia and Oceania,East Timor
420875346,Europe,Lithuania
946921765,Sub-Saharan Africa,Eritrea
798805892,Sub-Saharan Africa,Zambia
184389054,Sub-Saharan Africa,Liberia
281845080,Central America and the Caribbean,Saint Kitts and Nevis 
989660298,Central America and the Caribbean,Jamaica
476633536,Europe,Albania
131876122,Asia,Japan
514811885,Sub-Saharan Africa,Equatorial Guinea
905177152,Asia,Myanmar
653020751,Middle East and North Africa,Libya
528704011,Asia,Mongolia
472900760,Asia,Singapore
946597325,Central America and the Caribbean,The Bahamas
681092536,Asia,Sri Lanka
727997720,Europe,Cyprus
409236705,Middle East and North Africa,Afghanistan
467045819,Europe,Moldova 
813973891,Europe,Kosovo
982882249,Middle East and North Africa,Egypt
576944720,Europe,Albania
619647634,Asia,Singapore
404789817,Europe,Portugal
646482598,Asia,India
329149806,Sub-Saharan Africa,Sudan
757527768,Australia and Oceania,Vanuatu
606665313,Sub-Saharan Africa,Democratic Republic of the Congo
871923768,Europe,Bosnia and Herzegovina
818976962,Europe,Kosovo
233811223,Europe,Switzerland
112330758,Europe,Lithuania
499551188,Middle East and North Africa,Lebanon
201622998,Asia,North Korea
256095016,Europe,Montenegro
420828568,Sub-Saharan Africa,Eritrea
523997485,Sub-Saharan Africa,Democratic Republic of the Congo
914088094,Asia,India
209899222,Sub-Saharan Africa,Republic of the Congo
250542199,Sub-Saharan Africa,Comoros
245440852,Europe,France
824331510,Sub-Saharan Africa,Rwanda
887263000,Sub-Saharan Africa,Malawi
754596650,Sub-Saharan Africa,Cote d'Ivoire
817006289,Europe,Spain
185478246,Sub-Saharan Africa,Uganda
741311347,Asia,Taiwan
386116921,Middle East and North Africa,Israel
691818797,Central America and the Caribbean,Costa Rica
150653302,Central America and the Caribbean,Honduras
925169265,Asia,South Korea
298228013,Europe,Sweden
123003375,Australia and Oceania,Tonga
972981679,Europe,Latvia
744054925,Asia,Myanmar
263685023,Asia,Turkmenistan
205588376,Central America and the Caribbean,Panama
594813811,Europe,Norway
176722657,Europe,Estonia
466988742,Europe,Malta
801598393,Sub-Saharan Africa,Eritrea
586850440,Sub-Saharan Africa,Republic of the Congo
649356210,Central America and the Caribbean,Trinidad and Tobago
986039531,Middle East and North Africa,Yemen
314136731,Asia,Turkmenistan
615080583,Europe,Portugal
273962390,Asia,Kyrgyzstan
796328389,Middle East and North Africa,Lebanon
350977408,Europe,Macedonia
327020776,Middle East and North Africa,Algeria
383882319,Middle East and North Africa,Qatar
701298367,Europe,Greece
629317748,Sub-Saharan Africa,Benin
938301789,Asia,Uzbekistan
668924319,Middle East and North Africa,Azerbaijan
282171666,Asia,Cambodia
309342658,Europe,Italy
902048623,Sub-Saharan Africa,Mauritius 
482213389,Middle East and North Africa,Yemen
692073285,Central America and the Caribbean,Cuba
544177138,Australia and Oceania,Tonga
471386277,Central America and the Caribbean,Guatemala
976874530,Australia and Oceania,New Zealand
384128224,Europe,Norway
686946189,Sub-Saharan Africa,South Africa
799439752,Sub-Saharan Africa,Zambia
606032741,Central America and the Caribbean,Saint Kitts and Nevis 
990774810,Europe,Netherlands
339334046,Asia,Thailand
522813022,Sub-Saharan Africa,Republic of the Congo
427198064,Sub-Saharan Africa,Equatorial Guinea
244194161,Sub-Saharan Africa,Botswana
980340373,Central America and the Caribbean,Dominican Republic
394110763,Europe,Belgium
767145097,Australia and Oceania,Federated States of Micronesia
431739795,Sub-Saharan Africa,Botswana
636381185,Asia,Vietnam
899868094,Europe,Kosovo
361311852,Europe,Germany
536077725,Central America and the Caribbean,Saint Lucia
779184997,Sub-Saharan Africa,Madagascar
179819428,Europe,Bulgaria
928654849,Asia,Myanmar
336677587,Sub-Saharan Africa,Togo
285186469,Australia and Oceania,Australia
475792825,Middle East and North Africa,Morocco
680420482,Middle East and North Africa,Qatar
291305768,Europe,Bosnia and Herzegovina
570997512,Middle East and North Africa,Iraq
602357041,Europe,Russia
438558185,Middle East and North Africa,Lebanon
653087270,Europe,Albania
989743125,Australia and Oceania,Samoa 
812637078,Europe,Slovenia
456192958,Europe,Macedonia
775147092,Middle East and North Africa,Lebanon
894548308,Sub-Saharan Africa,Comoros
459757936,Sub-Saharan Africa,Cameroon
986449801,Europe,Albania
910610234,Europe,Sweden
538538062,Sub-Saharan Africa,Liberia
696844613,Europe,Norway
482453715,Middle East and North Africa,Israel
412601697,Central America and the Caribbean,Cuba
174837386,Central America and the Caribbean,Nicaragua
877022111,Middle East and North Africa,Kuwait
997329699,North America,United States of America
434246480,Sub-Saharan Africa,Rwanda
956571280,Central America and the Caribbean,Jamaica
353415429,Europe,Czech Republic
984202754,Sub-Saharan Africa,Kenya
436864745,Middle East and North Africa,Jordan
279149568,Middle East and North Africa,Tunisia 
696197879,Europe,Andorra
348996007,North America,United States of America
907349526,Europe,Iceland
386440074,Europe,Poland
748350751,Sub-Saharan Africa,Madagascar
105630385,Central America and the Caribbean,Saint Kitts and Nevis 
691140305,Asia,Sri Lanka
308054339,Sub-Saharan Africa,Comoros
879858815,Sub-Saharan Africa,Senegal
800352561,Europe,Finland
783646905,Sub-Saharan Africa,Sao Tome and Principe
996645200,Asia,Turkmenistan
306134307,Middle East and North Africa,Saudi Arabia
537994325,Asia,Brunei
957899081,Asia,Philippines
451834905,Asia,India
676100623,Sub-Saharan Africa,Cote d'Ivoire
207307565,Australia and Oceania,Vanuatu
392379558,Asia,Japan
398552930,Australia and Oceania,Nauru
363376510,Middle East and North Africa,Pakistan
944711625,Middle East and North Africa,Morocco
170732104,Sub-Saharan Africa,Cameroon
521086966,Asia,Thailand
303331506,Asia,Kyrgyzstan
546081721,Europe,Poland
979073941,Europe,Switzerland
502356994,Sub-Saharan Africa,Sao Tome and Principe
336292207,Australia and Oceania,New Zealand
871553409,Sub-Saharan Africa,Equatorial Guinea
319126927,Australia and Oceania,New Zealand
560311591,Sub-Saharan Africa,Liberia
396718728,Europe,Bosnia and Herzegovina
500272166,Australia and Oceania,Marshall Islands
263208234,Asia,South Korea
737736070,Europe,Sweden
585362994,Europe,Slovakia
164442861,Middle East and North Africa,Morocco
118774497,Australia and Oceania,Samoa 
712469232,Australia and Oceania,Papua New Guinea
479950892,Sub-Saharan Africa,Ghana
275955808,Sub-Saharan Africa,Niger
125532805,Asia,India
574043214,Asia,Philippines
437160861,Middle East and North Africa,Jordan
850872075,Europe,Czech Republic
321475684,Australia and Oceania,East Timor
575583016,Europe,Bosnia and Herzegovina
710117900,Middle East and North Africa,Bahrain
342316663,Asia,Nepal
959728133,Asia,Maldives
970213639,Australia and Oceania,Tuvalu
651947009,Asia,Philippines
803414571,North America,United States of America
493415153,Sub-Saharan Africa,Tanzania
211060082,Central America and the Caribbean,Barbados
515773189,Europe,Kosovo
687290799,Asia,Nepal
975661742,Sub-Saharan Africa,Guinea-Bissau
351247346,Europe,Monaco
247070348,Asia,Turkmenistan
859592902,Asia,Thailand
743900430,Australia and Oceania,Vanuatu
121916759,Sub-Saharan Africa,Central African Republic
635878217,Asia,Maldives
398333632,Europe,Germany
742144334,Sub-Saharan Africa,Botswana
306839406,Europe,Denmark
745008933,Sub-Saharan Africa,South Sudan
599104058,Sub-Saharan Africa,Senegal
413078916,Europe,Belarus
352743804,Asia,Myanmar
567904603,Australia and Oceania,New Zealand
324235141,North America,United States of America
307721745,Europe,Italy
374663245,Europe,Kosovo
901670968,Europe,Ireland
535668742,Central America and the Caribbean,Antigua and Barbuda 
243892896,Asia,Bangladesh
163892257,Middle East and North Africa,Lebanon
953528153,North America,Greenland
640974414,Sub-Saharan Africa,Guinea
474717366,North America,United States of America
873555839,Australia and Oceania,East Timor
976601159,Sub-Saharan Africa,Niger
893277156,Central America and the Caribbean,El Salvador
353320157,Europe,Montenegro
956778991,Australia and Oceania,Palau
324014985,Sub-Saharan Africa,Botswana
645701968,Europe,Norway
132826268,Asia,Maldives
666686713,Sub-Saharan Africa,Cote d'Ivoire
148894631,Europe,Poland
966360700,Sub-Saharan Africa,Sierra Leone
256404006,Central America and the Caribbean,Honduras
704365098,Central America and the Caribbean,Grenada
563417804,Sub-Saharan Africa,Namibia
407048451,Middle East and North Africa,Morocco
443551385,Europe,Sweden
334958827,Middle East and North Africa,Iran
508014523,Europe,Vatican City
987767302,Europe,Lithuania
519578492,Central America and the Caribbean,Costa Rica
619121921,Middle East and North Africa,Egypt
622383916,Middle East and North Africa,Libya
835663306,Asia,Thailand
285571420,Middle East and North Africa,Pakistan
769032084,Middle East and North Africa,Libya
103281629,Sub-Saharan Africa,Botswana
675868880,Central America and the Caribbean,El Salvador
894655168,Sub-Saharan Africa,Sao Tome and Principe
137814319,Sub-Saharan Africa,Comoros
103832662,Europe,Croatia
761509025,Middle East and North Africa,Pakistan
778593623,Asia,Malaysia
877162015,Central America and the Caribbean,Antigua and Barbuda 
445708739,Europe,Malta
254595124,Sub-Saharan Africa,Botswana
244494998,Sub-Saharan Africa,Chad
876394689,Sub-Saharan Africa,Lesotho
881593024,Central America and the Caribbean,Dominican Republic
411701333,Sub-Saharan Africa,Burundi
588643443,Asia,Brunei
522286880,Asia,Uzbekistan
624398362,Europe,Belarus
520915305,Europe,Russia
424181544,Europe,Armenia
560762631,Europe,United Kingdom
230603301,Australia and Oceania,Vanuatu
429064881,Australia and Oceania,Palau
421821200,Asia,South Korea
894858586,Sub-Saharan Africa,Malawi
527284371,Sub-Saharan Africa,Niger
820482861,Asia,Sri Lanka
695658004,Middle East and North Africa,Tunisia 
793594682,Australia and Oceania,Fiji
942466723,Sub-Saharan Africa,Zambia
590760457,Sub-Saharan Africa,Sao Tome and Principe
157274711,Sub-Saharan Africa,Liberia
171722590,Sub-Saharan Africa,Mali
458816373,Europe,Moldova 
142987763,Europe,Netherlands
251100528,Middle East and North Africa,Pakistan
677775609,Middle East and North Africa,Turkey
604311835,Sub-Saharan Africa,Democratic Republic of the Congo
632320535,Sub-Saharan Africa,Botswana
533725535,Central America and the Caribbean,Barbados
600763165,Sub-Saharan Africa,Equatorial Guinea
295982253,Australia and Oceania,East Timor
502244126,Sub-Saharan Africa,The Gambia
372722613,Middle East and North Africa,Somalia
480904042,Europe,Andorra
570587241,Middle East and North Africa,Egypt
905883538,Asia,Singapore
921216762,Central America and the Caribbean,Saint Vincent and the Grenadines
571323239,Europe,Armenia
781251800,Sub-Saharan Africa,Senegal
296363770,Asia,Taiwan
632332980,Middle East and North Africa,Libya
225145757,Middle East and North Africa,Azerbaijan
281100928,Europe,Italy
726809823,Middle East and North Africa,Libya
659196269,Europe,Croatia
595496594,Europe,Bulgaria
223259627,Middle East and North Africa,Egypt
650346696,Sub-Saharan Africa,Guinea-Bissau
354931628,Europe,Ireland
135500752,Middle East and North Africa,Afghanistan
860852897,Central America and the Caribbean,Honduras
320099389,Middle East and North Africa,Qatar
872664058,Sub-Saharan Africa,Mali
898283231,Asia,Malaysia
647005736,Asia,Turkmenistan
665518558,Asia,Bhutan
436969029,Europe,Spain
734843146,Asia,Taiwan
810752236,Europe,Moldova 
886620128,Europe,Italy
804683148,Sub-Saharan Africa,Mozambique
477490127,Australia and Oceania,Solomon Islands
337902390,Australia and Oceania,Tonga
889093768,Europe,Finland
454550588,Europe,Poland
128071677,Asia,Turkmenistan
623768365,Asia,North Korea
926064479,Europe,Austria
539696347,Sub-Saharan Africa,Mali
839712798,Australia and Oceania,Samoa 
350657260,Central America and the Caribbean,Jamaica
413245427,Europe,Andorra
165538489,Sub-Saharan Africa,Zimbabwe
315997111,Sub-Saharan Africa,Guinea
328322827,Europe,Andorra
158673751,Europe,Germany
464911210,Europe,Italy
175209033,Asia,Taiwan
538053548,Middle East and North Africa,Morocco
172243583,Sub-Saharan Africa,Republic of the Congo
916890466,Central America and the Caribbean,The Bahamas
181418025,Asia,Maldives
459372985,Europe,Italy
693210542,Europe,Armenia
587749087,Asia,Kyrgyzstan
153974950,Europe,Sweden
373186957,Sub-Saharan Africa,Kenya
946996438,Australia and Oceania,Federated States of Micronesia
747327220,Europe,Romania
966415631,Sub-Saharan Africa,Botswana
166810500,Europe,Bosnia and Herzegovina
131373155,Australia and Oceania,Samoa 
913277423,Sub-Saharan Africa,Comoros
386009633,Europe,Lithuania
993368613,Europe,Germany
299465692,Sub-Saharan Africa,Ghana
438724696,Middle East and North Africa,Israel
465881955,Asia,Philippines
405986297,Europe,Germany
804399049,Sub-Saharan Africa,Republic of the Congo
559157598,Middle East and North Africa,Egypt
457788550,Sub-Saharan Africa,Comoros
999298226,Middle East and North Africa,Tunisia 
380610454,Europe,Serbia
918961560,Asia,Brunei
501900374,Sub-Saharan Africa,Mauritania
237288224,Sub-Saharan Africa,The Gambia
403298938,Asia,Taiwan
898418843,Asia,Japan
791446769,Asia,Malaysia
797984492,Central America and the Caribbean,Haiti
750654447,Central America and the Caribbean,Trinidad and Tobago
679552733,Sub-Saharan Africa,Uganda
455040681,Europe,France
917792117,Europe,Iceland
728793370,Europe,Albania
419343268,Sub-Saharan Africa,Chad
141053140,Middle East and North Africa,Somalia
115846812,Sub-Saharan Africa,Mauritius 
185960614,Europe,Austria
263943374,Sub-Saharan Africa,Swaziland
782656419,Sub-Saharan Africa,Djibouti
445273578,Europe,Finland
275281178,Asia,Taiwan
466478049,Sub-Saharan Africa,Senegal
832975518,Middle East and North Africa,Somalia
359197413,Europe,Georgia
349880063,Middle East and North Africa,Azerbaijan
380072295,Asia,Brunei
545135438,Middle East and North Africa,Egypt
110743319,Middle East and North Africa,United Arab Emirates
662882268,Sub-Saharan Africa,Mauritius 
257851111,Sub-Saharan Africa,Guinea
172261178,Sub-Saharan Africa,Zimbabwe
853036296,Europe,Romania
567412793,Europe,Switzerland
352939498,North America,Canada
867477738,Sub-Saharan Africa,Togo
139201343,Europe,Ireland
316596639,Central America and the Caribbean,Panama
183910119,Europe,Ukraine
922363460,Europe,Luxembourg
163558804,Central America and the Caribbean,El Salvador
407544982,Sub-Saharan Africa,Cameroon
174683320,Middle East and North Africa,Iraq
755647647,Australia and Oceania,New Zealand
361424291,Sub-Saharan Africa,Mali
873312079,Sub-Saharan Africa,Togo
792178905,Europe,Monaco
263318097,Sub-Saharan Africa,Botswana
768888747,Sub-Saharan Africa,Equatorial Guinea
491752183,Middle East and North Africa,Turkey
385082232,Middle East and North Africa,Somalia
122365224,Central America and the Caribbean,El Salvador
347399985,Central America and the Caribbean,Haiti
687482631,Sub-Saharan Africa,Lesotho
191690671,Australia and Oceania,Solomon Islands
761970794,Australia and Oceania,Fiji
243684327,Europe,Ireland
152505099,Europe,San Marino
724419438,Middle East and North Africa,Somalia
465726172,Asia,Nepal
203036630,Europe,Georgia
833274638,Sub-Saharan Africa,Republic of the Congo
173676526,Sub-Saharan Africa,Guinea-Bissau
611791121,Europe,Ukraine
555479753,Sub-Saharan Africa,Mali
592586934,Australia and Oceania,Vanuatu
553290641,Central America and the Caribbean,Dominican Republic
654138696,Asia,Vietnam
554554927,Europe,San Marino
434275662,Europe,Bosnia and Herzegovina
543349730,Sub-Saharan Africa,Equatorial Guinea
752138459,Sub-Saharan Africa,Guinea-Bissau
101315677,Sub-Saharan Africa,Mali
851867711,Asia,Sri Lanka
835093390,Europe,Germany
202604043,Asia,Sri Lanka
298488080,Sub-Saharan Africa,Mauritius 
158660447,North America,United States of America
873432672,Europe,Slovenia
523580348,Europe,Serbia
891313779,Central America and the Caribbean,Belize
651681792,Asia,Taiwan
800045716,Europe,Greece
602079379,Australia and Oceania,New Zealand
743769109,Europe,Malta
181413733,Sub-Saharan Africa,Cameroon
191624581,Central America and the Caribbean,Antigua and Barbuda 
321325480,Middle East and North Africa,Qatar
637752759,Sub-Saharan Africa,Mali
378455245,Sub-Saharan Africa,Ghana
201294267,Europe,San Marino
834443652,Sub-Saharan Africa,Comoros
826389729,Asia,Tajikistan
595931327,Sub-Saharan Africa,Gabon
182179772,North America,Greenland
594558894,Sub-Saharan Africa,Mali
662805020,Sub-Saharan Africa,Guinea-Bissau
186966979,Asia,South Korea
387406098,Asia,Vietnam
170098245,Sub-Saharan Africa,Cape Verde
668280589,Europe,Portugal
291470563,Sub-Saharan Africa,Djibouti
302216994,Middle East and North Africa,Somalia
683381211,Central America and the Caribbean,Grenada
588137042,Sub-Saharan Africa,Niger
589970815,Sub-Saharan Africa,Rwanda
432681357,Australia and Oceania,Fiji
380379998,Europe,Albania
767490565,Europe,Netherlands
648749387,Australia and Oceania,East Timor
949205291,Central America and the Caribbean,Barbados
414219605,Asia,Sri Lanka
559466159,Sub-Saharan Africa,Chad
720931279,Europe,Iceland
304913794,North America,Mexico
138025033,Europe,United Kingdom
217188823,Asia,Brunei
159641492,Central America and the Caribbean,Grenada
552931869,Europe,Andorra
704921281,Sub-Saharan Africa,Zimbabwe
893783557,Sub-Saharan Africa,Guinea-Bissau
118005025,Asia,Brunei
146384513,Middle East and North Africa,Iran
568033349,Sub-Saharan Africa,Cape Verde
142375361,Europe,Liechtenstein
238396728,Central America and the Caribbean,Panama
880486238,Middle East and North Africa,Yemen
916089236,Europe,Belgium
806192052,Asia,Brunei
182093513,Asia,Malaysia
995404946,Asia,Japan
242265546,Europe,Luxembourg
230599868,Sub-Saharan Africa,Swaziland
265914475,Europe,Malta
851383197,North America,Canada
310492360,Central America and the Caribbean,Jamaica
637040793,Europe,Slovakia
519213283,Sub-Saharan Africa,Burkina Faso
363997495,Asia,Kazakhstan
754541289,Europe,Andorra
886205995,Central America and the Caribbean,Jamaica
924665439,Sub-Saharan Africa,Republic of the Congo
655905950,Asia,Myanmar
942237985,Middle East and North Africa,Turkey
520864665,Asia,South Korea
539342725,Middle East and North Africa,Bahrain
235220992,Asia,Kyrgyzstan
266360795,Asia,Tajikistan
460935962,Asia,Singapore
267432820,Sub-Saharan Africa,Botswana
104650199,Sub-Saharan Africa,Seychelles 
911699426,Central America and the Caribbean,Honduras
998004329,Middle East and North Africa,Yemen
993301236,Asia,Cambodia
697638976,Europe,Serbia
431378877,Middle East and North Africa,Bahrain
585194766,Australia and Oceania,Federated States of Micronesia
270072972,Central America and the Caribbean,Haiti
467312324,Europe,Czech Republic
878524148,Middle East and North Africa,Azerbaijan
375632274,Central America and the Caribbean,Antigua and Barbuda 
150873029,Sub-Saharan Africa,Senegal
566795241,Sub-Saharan Africa,Malawi
706260240,Asia,Bhutan
622441852,Europe,Slovenia
349212729,Europe,Bulgaria
167712152,Asia,Tajikistan
678748500,Middle East and North Africa,Egypt
937058103,Australia and Oceania,Fiji
967689788,Middle East and North Africa,Turkey
416004884,Sub-Saharan Africa,Togo
797677218,Australia and Oceania,Tuvalu
548693120,Central America and the Caribbean,Belize
875351417,Asia,South Korea
804263436,Sub-Saharan Africa,Gabon
332353007,Europe,Hungary
876856458,Europe,Slovakia
325322616,Asia,Singapore
685612809,Asia,Myanmar
374673116,Asia,Nepal
470728385,Sub-Saharan Africa,Mauritius 
461445796,Europe,Kosovo
195268094,Sub-Saharan Africa,Lesotho
664693725,Central America and the Caribbean,El Salvador
840084016,Sub-Saharan Africa,Mozambique
662112796,Sub-Saharan Africa,Senegal
591766393,Australia and Oceania,Samoa 
260343635,Sub-Saharan Africa,Sao Tome and Principe
719455850,Asia,Japan
391026866,Europe,Spain
917293012,Asia,Laos
410803115,Australia and Oceania,Solomon Islands
204418504,Europe,Germany
801313006,Sub-Saharan Africa,Democratic Republic of the Congo
524972951,Europe,Romania
448096978,Middle East and North Africa,Jordan
346096217,Australia and Oceania,Fiji
567931210,Central America and the Caribbean,Cuba
688650786,Europe,Sweden
803616273,Australia and Oceania,Marshall Islands
178501498,North America,Greenland
399292790,Sub-Saharan Africa,Mauritius 
422288978,Sub-Saharan Africa,Comoros
624101388,Asia,Cambodia
551653850,Australia and Oceania,Marshall Islands
272182691,Central America and the Caribbean,Dominica
823236739,Europe,Macedonia
162677323,Sub-Saharan Africa,Mozambique
818678271,Central America and the Caribbean,The Bahamas
439725911,Europe,Armenia
572469079,Sub-Saharan Africa,Ghana
255047452,Europe,Cyprus
139560973,Australia and Oceania,Samoa 
306601655,Middle East and North Africa,Tunisia 
871272313,Asia,Singapore
461187446,Central America and the Caribbean,Panama
518200051,Sub-Saharan Africa,Burundi
741525495,Asia,Japan
662623488,Europe,Malta
560389268,Europe,San Marino
487996661,Middle East and North Africa,Morocco
118931996,North America,Greenland
996994102,Sub-Saharan Africa,Ethiopia
686294305,Asia,India
421256434,Australia and Oceania,New Zealand
156616818,Asia,Bangladesh
817424285,Asia,Brunei
249040162,Sub-Saharan Africa,Ethiopia
867138278,Europe,France
377039039,Central America and the Caribbean,Nicaragua
401751840,Asia,Kazakhstan
278767192,Sub-Saharan Africa,Lesotho
525321424,Europe,Montenegro
828963363,Australia and Oceania,Vanuatu
497554337,Europe,Cyprus
709268176,Sub-Saharan Africa,Burundi
462591207,Middle East and North Africa,Saudi Arabia
626322257,Europe,Vatican City
789572656,Australia and Oceania,Tonga
611766231,Europe,Netherlands
272639310,Central America and the Caribbean,Honduras
922240722,Central America and the Caribbean,Honduras
630931794,Europe,Montenegro
239386355,Europe,San Marino
208590734,Asia,Bangladesh
169843757,Sub-Saharan Africa,Cameroon
274756753,Asia,Philippines
745253551,Middle East and North Africa,Iraq
523570477,Sub-Saharan Africa,Lesotho
422256362,Asia,Uzbekistan
874172532,Europe,Germany
